Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
16.66,-2.65,9.30,2.70
16.66,-2.64,9.29,2.67
16.66,-2.64,9.28,2.64
16.67,-2.63,9.29,2.62
16.67,-2.65,9.25,2.60
16.67,-2.65,9.23,2.55
16.67,-2.66,9.19,2.53
16.68,-2.68,9.18,2.52
16.68,-2.68,9.14,2.51
16.68,-2.73,9.10,2.48
16.68,-2.73,9.09,2.49
16.69,-2.74,9.08,2.47
16.69,-2.75,9.05,2.46
16.69,-2.77,9.03,2.46
16.69,-2.78,9.00,2.47
16.70,-2.81,8.99,2.48
16.70,-2.79,8.97,2.47
16.70,-2.79,8.95,2.49
16.70,-2.78,8.93,2.49
16.70,-2.78,8.93,2.46
16.71,-2.80,8.95,2.45
16.71,-2.78,8.96,2.45
16.71,-2.77,8.95,2.45
16.71,-2.78,8.97,2.45
16.72,-2.76,8.98,2.42
16.72,-2.77,8.99,2.39
16.72,-2.79,9.02,2.37
16.72,-2.76,9.04,2.35
16.73,-2.73,9.07,2.32
16.73,-2.74,9.10,2.34
16.73,-2.74,9.10,2.31
16.73,-2.72,9.14,2.32
16.74,-2.70,9.14,2.29
16.74,-2.69,9.14,2.33
16.74,-2.65,9.17,2.32
16.74,-2.65,9.17,2.34
16.75,-2.62,9.18,2.37
16.75,-2.61,9.18,2.36
16.75,-2.58,9.20,2.37
16.75,-2.56,9.21,2.40
16.75,-2.54,9.21,2.40
16.76,-2.54,9.21,2.44
16.76,-2.52,9.23,2.47
16.76,-2.50,9.20,2.44
16.76,-2.49,9.21,2.43
16.77,-2.48,9.21,2.47
16.77,-2.48,9.21,2.47
16.77,-2.47,9.25,2.46
16.77,-2.48,9.22,2.44
16.78,-2.49,9.24,2.43
16.78,-2.50,9.23,2.47
16.78,-2.52,9.22,2.44
16.78,-2.50,9.22,2.43
16.79,-2.53,9.25,2.41
16.79,-2.56,9.25,2.42
16.79,-2.58,9.26,2.41
16.79,-2.62,9.24,2.41
16.79,-2.62,9.25,2.35
16.80,-2.66,9.24,2.36
16.80,-2.65,9.22,2.35
16.80,-2.66,9.23,2.32
16.80,-2.67,9.21,2.30
16.81,-2.68,9.22,2.27
16.81,-2.68,9.18,2.30
16.81,-2.72,9.18,2.28
16.81,-2.72,9.19,2.31
16.82,-2.78,9.20,2.31
16.82,-2.78,9.20,2.33
16.82,-2.81,9.19,2.34
16.82,-2.83,9.22,2.36
16.83,-2.84,9.22,2.37
16.83,-2.85,9.24,2.40
16.83,-2.84,9.27,2.38
16.83,-2.84,9.29,2.39
16.84,-2.85,9.31,2.40
16.84,-2.86,9.33,2.41
16.84,-2.84,9.36,2.41
16.84,-2.84,9.37,2.41
16.84,-2.83,9.38,2.40
16.85,-2.80,9.37,2.39
16.85,-2.80,9.35,2.38
16.85,-2.79,9.35,2.38
16.85,-2.78,9.35,2.35
16.86,-2.77,9.33,2.36
16.86,-2.78,9.32,2.32
16.86,-2.76,9.29,2.33
16.86,-2.75,9.24,2.27
16.87,-2.74,9.28,2.28
16.87,-2.72,9.24,2.28
16.87,-2.72,9.23,2.27
16.87,-2.71,9.24,2.25
16.88,-2.69,9.26,2.26
16.88,-2.69,9.25,2.26
16.88,-2.68,9.25,2.28
