Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
26.20,0.20,10.46,1.07
26.20,0.10,10.53,1.07
26.20,0.02,10.60,1.07
26.21,-0.08,10.67,1.13
26.21,-0.14,10.70,1.19
26.21,-0.22,10.72,1.26
26.21,-0.28,10.72,1.35
26.21,-0.26,10.69,1.47
26.22,-0.17,10.70,1.51
26.22,-0.03,10.68,1.54
26.22,0.13,10.63,1.62
26.22,0.34,10.56,1.69
26.23,0.52,10.49,1.79
26.23,0.70,10.38,1.87
26.23,0.77,10.30,1.96
26.23,0.89,10.19,2.04
26.24,0.97,10.11,2.15
26.24,1.06,10.04,2.24
26.24,1.13,9.98,2.32
26.24,1.18,9.90,2.38
26.25,1.25,9.82,2.48
26.25,1.31,9.72,2.52
26.25,1.35,9.65,2.57
26.25,1.38,9.57,2.59
26.26,1.41,9.49,2.60
26.26,1.44,9.45,2.61
26.26,1.47,9.42,2.60
26.26,1.53,9.41,2.59
26.26,1.54,9.38,2.61
26.27,1.55,9.32,2.62
26.27,1.56,9.34,2.59
26.27,1.55,9.37,2.58
26.27,1.56,9.38,2.56
26.28,1.58,9.44,2.54
26.28,1.60,9.47,2.48
26.28,1.60,9.53,2.46
26.28,1.62,9.59,2.43
26.29,1.60,9.64,2.39
26.29,1.61,9.70,2.32
26.29,1.58,9.76,2.30
26.29,1.55,9.82,2.26
26.30,1.54,9.87,2.21
26.30,1.50,9.92,2.23
26.30,1.46,9.96,2.24
26.30,1.43,10.00,2.25
26.31,1.36,10.02,2.25
26.31,1.30,10.05,2.29
26.31,1.24,10.05,2.34
26.31,1.17,10.05,2.39
26.31,1.09,10.02,2.46
26.32,1.04,10.00,2.50
26.32,0.99,9.95,2.61
26.32,0.92,9.97,2.64
26.32,0.87,9.93,2.69
26.33,0.81,9.89,2.72
26.33,0.79,9.86,2.77
26.33,0.74,9.86,2.78
26.33,0.70,9.81,2.79
26.34,0.65,9.75,2.80
26.34,0.60,9.71,2.78
26.34,0.58,9.64,2.78
26.34,0.57,9.61,2.77
26.35,0.55,9.63,2.76
26.35,0.50,9.65,2.83
26.35,0.42,9.65,2.86
26.35,0.33,9.66,2.91
26.36,0.24,9.61,2.93
26.36,0.19,9.62,2.98
26.36,0.09,9.62,3.02
26.36,0.01,9.56,3.04
